lifeismoney,情報 全家 行動 購 男士 針織 平口褲 9 件 199 元
c_chat,補番 是 哥哥 有 愛 就 沒 問題 了  02 介紹 回
pc_shopping,閒聊  ltt 開箱 索泰 rtx 4090
pc_shopping,請益 舊 電腦 想 更新 問題 請教 專業
pc_shopping,菜單  30 k40 k 遊戲機
pc_shopping,請益 如何 買到 nvidia  titan  rtx  pchome 賣完 了
c_chat,劍星 為什麼 不 選擇 雷玟 做愛 雷
baseball,分享 今日 江國豪
baseball,討論  2022 中職 十 大 事件
stock,新聞 南韓 敲定 未來 十 年 能源 技術 發展 計劃 16
baseball,新聞  巨人 簽 黃錦豪 目標 養成 王牌 左投 披 041
lifeismoney,情報  powersync  6 開 6 插  27 m 450 元  18 m 269 元
pc_shopping,情報 藝人店 acer  12400 f8 g 512 g 1650 卡 16900
c_chat,閒聊 九日 裡面 果然 心 是 甚麼
baseball,新聞  xbx 台鋼 雄鷹 魔鷹 相隔 18 天 打點  洪一中
baseball,新聞  12 強 台灣 隊長 陳傑憲 獲 mvp  淚 喊 我們 創造 歷史 這 座 冠軍 是 奇
baseball,西武  v  軟銀 武内 夏暉 松本晴
lifeismoney,情報  coway 清淨機  momo 折扣 送 mo幣
tech_job,新聞  2019年 機器人 領域 值得 關注 五 大 趨勢
stock,新聞 台積電 聯發科 翻車 指數 跌 逾 百 點 失守 228
tech_job,情報 寶寶 中秋 難受 想 哭
stock,新聞 特斯拉 2020年 電動車 市場 佔率 18 預定
c_chat,閒聊 一 鍵 生產 道具 文案
military,提問 俄軍 第一 階段 進攻 不 打 基輔
military,閒聊 最近 國軍 武裝 開發 相關 新聞 整理
tech_job,請益 通訊所 重考 數位 ic組 疑問
baseball,討論 台灣 大賽 mvp  vs 日職  0063
boy-girl,討論 這 個 女生 心態 究竟 是 什麼
tech_job,新聞 歐盟 指控 微軟 teams 捆綁 銷售 違反 競爭法 再
baseball,新聞 林威助 也 有 看 12 強 冠軍戰 感受到 球員 眼神
c_chat,情報  ps  近期 遊戲 消息 傳聞
military,新聞 波音 洛馬 vs 川普
tech_job,徵才 聯發科 it  oracle 資料庫 管理 工程師
lifeismoney,情報  op 週四 換 好康
military,新聞 烏克蘭 請 我們 來 做 實戰 測試
baseball,討論 恰恰 季 後 會 想 辦法 檢討 改進 嗎
baseball,情報 柳胖 膝蓋 x光 陰性 下 次 先發 正常
pc_shopping,菜單  30 k  遊戲機
stock,新聞 中國 缺電荒 恐 持續 幾 個 月 牛津 教授 成 供
pc_shopping,情報 某 屋 雷蛇 多 項 產品 特價
tech_job,徵才 派遣 外商 銀行 資訊 專案 人員
baseball,新聞 醒 了 村上宗隆 打擊 練習 轟 超遠 全壘打
c_chat,網購 中年 男 異 世界 網購 生活 第四 話 先行圖
military,分享 俄羅斯 il 76 運輸機 壓力 測試 失敗 後 爆炸
baseball,分享 今日 陳仕朋
c_chat,俄語 政近 是 喜歡 艾莉 哪 一 點 啊
c_chat,閒聊 我 發現 了 王建民 角色 有點 像 幻海 ～
baseball,新聞 左外野 有毒 莊韋恩 嚴重 瑕疵 丘總 教練
c_chat,情報 九歌 出版社 也 要 投入 漫畫 輕小說 出版
baseball,新聞  桃猿 待 主力 不 薄 3 大 重砲 領 頂薪  浦韋青 點
c_chat,閒聊 死神 和尚 想 幹嘛
stock,新聞 日系 外資 喊 減碼 調降 世界 先進 目標價 55
boy-girl,討論 真愛 是 不 需要 設 停損點 的
baseball,討論 下 週彬 到底 多 神
baseball,情報 韓職 1028 先發 韓國 大賽 g5
baseball,新聞 中職 ／ 陳柏清 62 局 無 失分 止敗 洪總
baseball,新聞 看好 許庭綸 成為 兄弟 看板 球星 平野惠 一 選
military,新聞 軍用 無 人 船 成 趨勢 中信 造船
c_chat,蔚藍 最 頂 女僕
baseball,新聞 蔣智賢 重返 一軍 扛 先發 第五棒
stock,情報  2488 漢平 11月 營收  mom 1032  yoy 1745
boy-girl,討論 女友 朋友 餵 我 吃 東西 我 該 怎麼辦
hatepolitics,討論 勞動部 職場 霸凌 消息 來源 是 這 個
lifeismoney,請問 醫院 活動 桌子 可以 改造成 熨桌 嗎 已 解決
baseball,情報 英國 比利時 晉級 歐洲 u15 正賽
baseball,分享 道奇 世界 大賽 g1 先發 jack  flaherty
c_chat,24 秋 魔王 2099  02 瑪琪娜 好 婆
baseball,新聞 第1 次 打 經典賽 很 興奮 林子偉 還 想 帶 荷
c_chat,問題 反逆 魯魯修 是 不 是 糞作
military,閒聊  discovery 武器 決勝點 手槍 疑問
military,新聞 中科院 成功 研製 炸藥 王  cl 20 高能 炸
c_chat,情報 原創 動畫 機械臂 主題曲 澤野弘之
baseball,新聞 樂天 桃猿 第一 階段 談 薪 完成 陳克羿 月薪 漲
c_chat,情報 是 公會 櫃檯 小姐 略 視覺圖  pv
c_chat, 響 咲リオナ 想 舔舔 公主 嘴 裡 傷口
c_chat,閒聊 我 推 還 有 辦法 動畫 救 起來 嗎
boy-girl,討論 適合 情侶 之間 溝通 書
lifeismoney,情報 領取  台新 point  1 點
baseball,討論 洪一中 陳瑞振 皆 合約 未 提前 請辭 是 什麼 原因
baseball,新聞  選 球眼 吳念庭 五 場 上壘 王柏融 進帳 1
c_chat,閒聊 活俠傳 龍湘 去 唐門 偷吃 東西 會 毒倒 吧
c_chat,情報 巫師 4 預告片 藏 傑洛特 配音 彩蛋
pc_shopping,請益 請 推薦 1 k 2 k 喇叭
pc_shopping,菜單  lightroom   photoshop 修圖機
boy-girl,求助 天氣 不 好 約會 地點
baseball,討論  tommy  edman 當時 為什麼 加入 韓國 國家隊
stock,心得 每 次 都 怪 學校 沒 教 投資 是 你 沒 在 上課 吧
pc_shopping,菜單  30 k  遊戲機
pc_shopping,菜單 45k 遊戲機
tech_job,請益 和碩 第三 事業群 研替
lifeismoney,情報  711  限時 優惠  812816
stock,情報  2308 台達電 113年 03月 營收 年 減 76
c_chat,金卡 瞇 出來 嗎
c_chat,閒聊 抓 寵 系統 是 何時 式微 的
c_chat,蔚藍 檔案 百合園 聖亞
tech_job,討論 系統廠 hw
lifeismoney,情報  ok 三五 分享 日  同 商品 買 一 送 一 06030605
boy-girl,討論 一般 女性 朋友 有 需要 去 接 她 嗎
stock,請益 請問 外資 大 買 現貨 嘎 爆 自己 空單 是 幹嘛
stock,新聞 中國 第2 季 經濟 成長率 47  低於 市場 預期
pc_shopping,開箱  fractal  design  ion  gold  850 w 全 模組化
c_chat,祥子 怎麼 可以 一 句 對不起 就 切開 所有 親密
baseball,分享 謝長亨 臉書
stock,新聞 外資 瑞銀 證3 質疑 下修 台股 目標價 萬
pc_shopping,開箱 火鳥  諾瓦星 nova  extreme 白色版 開箱 分享
boy-girl,討論 另 一半 騎車 開車 時 互動
hatepolitics,討論 看 照片 評論 罷免 真的 很 蠢 欸
baseball,新聞  mlb 美媒 點評 現役 十 大 爛 約 天使 佔 兩 席
baseball,炸裂  brandon  nimmo
c_chat,討論 有 沒有 中國 打爛 作品
baseball,水手 太空人
stock,新聞  iphone 大本營 拉 警報 外媒 揭 兩 大 敗因
stock,請益 請問 大家 該 如何 操作
stock,情報  2646  星宇 航空  113年 第三 季 財務 報告  064
boy-girl,心情 感謝 各位 可以 停止 了
stock,新聞 新光金 台股 封關秀 誰 是 2022年 外資
pc_shopping,菜單  65 k  遊戲機 含 螢幕 os 鼠鍵
boy-girl,討論 這 算 仇 女 嗎
boy-girl,北 宿舍 他
pc_shopping,請益 喇叭 2 款 如何 選 比較 好
c_chat,閒聊 靈血 修 仙 351
baseball, cpbl 例行賽 011 味全  vs  富邦 新莊
c_chat,情報 寶可夢 地平線 動畫 新 章  mega 進化
stock,情報  3030 德律 8月 自結 單月 eps 079
hatepolitics,黑特 心情 大壞 時 你 會 想到 哪 個
c_chat,25 冬 歡迎 來到 日本 妖精 小姐 04]
hatepolitics,討論 大家 覺得 賴清德 該 三 顧 土城 了 嗎
stock,情報  5009 榮剛 三 月 營收  mom 224  yoy 288
stock,新聞 武漢 肺炎 效應 智庫 中國 經濟 規模 提前 5 年
lifeismoney,情報  hola 花蓮店 閉 店 出清
stock,其他 會期 結束 股票 還 套 著 怎 辦
military,分享 第一 個 做 飄移 離開 發射台 火箭
baseball,問題 台灣 教練 沒 人才 了
baseball,分享 德州 大學 這 次 共計 花 455萬 鎂 買斷換 教練
pc_shopping,情報 飛利浦  32 e1 n5800 la 32 型  4 k 60 hz 6588 元
baseball,討論 五 個 球團 現在 想 什麼
c_chat,生日  祝 120 生日 角色 聲優 生日快樂
stock,心得 淺析 公務人員 退休金 勞退 基金 近 五 年 績
pc_shopping,請益 出國 留學 縮小 電腦 選擇
c_chat,閒聊 少女 漫 吻 讓 你 子宮 疼痛
tech_job,新聞 想不到 吧 這 5 種 職業 最 要 人命
stock,請益 投資 要 把握 哪些 原則 比較 好
c_chat,問題 韓國 馬戰車 可以 打 帶 跑 打贏 一 群 波斯 戰象 嗎
pc_shopping,閒聊 玩 單機 大作 會 選 2k  低 fps  還是 1080 畫質 最 高  fps 穩 60
c_chat,神楽めあ 疑似 引退 發文
c_chat,閒聊 真 三國 無雙 起源 有 觸發 哪些 有趣 對話
baseball,討論 有 辛元旭 還 需要 李宗賢 嗎
c_chat,新聞 太 苦 了 孤獨 搖滾 喜多郁代 4／21 生日
c_chat,閒聊  25時 是 世界 r團 嗎
c_chat,問題  吉永 老師 為什麼 那麼 矜持
military,新聞 俄媒 歐盟 外長會 決議 額外 撥款 10億 歐元
baseball,分享 解決 日本 高中 棒球 投 低 打 高 問題 改 棒子 彈性
lifeismoney,情報  淘寶 週五 你 買單 300 rmb 限量
boy-girl,心情 如何 看清 一 個 人 代 po
stock,新聞 電子 五哥 營收 廣達 2月 營收 1505億 元 寫 新
baseball,分享 今日 克維斯
pc_shopping,閒聊  rtx 2090
hatepolitics,新聞 高雄 明年 10月 直飛 仙台 日本 航點 增達 9 座
boy-girl,心情 準備 要 分手 了
c_chat,敗北 小說 後期 老八 為何 不 乾脆 溫水 交往
stock,新聞 長榮 重返 百 元 老手 背書 水手 這樣 看
pc_shopping,菜單  40 k lrps 修圖 影音機
c_chat,24 夏 我 要 招架 一切  01  不錯 看
stock,情報  6869 雲豹 能源 創 第1 季 普通股 已 上市 股數
baseball,新聞  u18 台灣 隊長 王念好 加盟 悍將  合約 總值 高達
c_chat,蔚藍 出 大事 219142 真的 來 了
stock,情報  8039 台虹  6月 營收
boy-girl,徵求 正在 戀愛 關係 中 研究 參與 者 試 者
lifeismoney,情報 家樂福 persil 洗衣露 292 公升 特價 272 元
baseball,討論 這 次 最 該 感謝 是 美國隊
c_chat,實況 魔物 獵人 荒野 目前 剛 打完 赫猿
lifeismoney,情報  lanew  眾多 鞋款  75 折  今天
baseball,分享  mlb  today
c_chat,問題 威力 博士 下跪 認錯 就 放過 他 還 一直 再 犯
pc_shopping,閒聊 中華 電信 下架 光世代 雙向 100 m 速率
baseball,新聞 郭嚴文 敘 舊話家常 柯西諾 炫耀 打 了 曾仁和 2
c_chat,閒聊  vr 網遊 小說 男女 主角 待遇 是 不 是 差 很多
hatepolitics,新聞  12 強 ／ 挨轟 成 中華隊 晉級 關鍵 蔡其昌 總
baseball,分享  tanner  scott 我 希望 每 天 都 能 上場 投球
boy-girl,求助 曖昧 對象 風評 差 想 收手 求 建議
baseball,分享  餅 總  今天 賽 後 富邦 休息室 拍手 鼓勵
stock,新聞 美股 瞭望 美股 恐慌 觸 底 三部曲
pc_shopping,菜單  25 k  工作 遊戲機
boy-girl,求助 每 次 脾氣 總是 來得 突然
boy-girl,求助 去 夜店 酒吧 找 對象 合適 嗎
hatepolitics,討論 柯爸 終身 投 民眾黨
baseball,問題  2021 選秀 首 輪 誰 最 難 用
c_chat,孤獨 結束 樂團 小田急 電鐵 下北沢一日 駅長
hatepolitics,討論 如何 挑戰 2026年 蔣萬安 連任 路
hatepolitics,新聞 高虹安 停職 頻 跑攤 代理 市長 出國 她 代
pc_shopping,菜單  40k 遊戲機 含 銀幕 改
stock,請益 股票 出清 之後 是 不 是 很 好 睡
stock,標的  6598  abcky  檢測 多
military,分享 英國 建議 烏克蘭 改 主攻 克里米亞 半島
pc_shopping,情報 華擎 x570  taichi  razer 太極 雷蛇 補貨 上市
hatepolitics,黑特 台灣 民眾黨 成立 半 年  柯 開始 貪污
baseball,新聞  spcbregman tucker 想 留 休士頓 　soto 要 打 過 再 說
c_chat,母雞  海鈴 是 美國 隊長 嗎
stock,其他  108年 08月 28日 信用 交易 統計
boy-girl,討論 要 怎麼 結束 話題
baseball,討論 風勢 影響 比賽 停賽 標準
stock,新聞 華映 5月 13日 下市 已 達成 大量 解雇 協議
c_chat,閒聊 少林寺 方丈 有 弱 過 嗎
stock,閒聊  20200703 盤中 閒聊
baseball,分享 今日 鈴木誠也  ／  吉田正尚
baseball,討論 富邦 是 6 隊 中 最 常 出現 謎 跑壘 球隊 嗎
baseball,分享 今日 steven
c_chat,閒聊  雨龍 為什麼 在意 千 年 前 屠殺 啊
baseball,新聞  中職 他 騙到 不 相信 人類 田澤純一
stock,新聞 中鋼 興達 海基 新廠 竣工 經長 一 南 一 北
stock,標的  2603 長榮 禮拜一 當 沖空
boy-girl,求助 已經 綠 了 嗎
baseball,分享 今日 林哲瑄
hatepolitics,討論  ok 我 會 罷免 你
baseball,分享 中信 兄弟 本 季 首 次 延長賽 勝利
lifeismoney,情報  pchome 消費 499 送 200 點 分眾
hatepolitics,討論 危機 處理 是 不 是 搞錯 重點 了
c_chat,問題 面板 等級制 設定 是 不 是 種 很 爛 設定
c_chat,閒聊 瑪莉歐 派對 1 秒 內 按 a 鈕 25 下 紀錄
baseball,討論  wbc 找 傭兵 長期 看來 是 好事 嗎
baseball,新聞 林岳平 10 局 下出來 裁判 講話 時機 太 剛好
baseball,新聞  wcy 佐佐木朗希 最 有 可能 轉戰 道奇 美媒
lifeismoney,情報 結婚 吧 婚展 折價券 線 上 線 下 都 適用
stock,新聞  合一 盤中 大量 換手 一度 跌停 打開
c_chat,活俠 創作 解藥 來 了
baseball,新聞 剛 進行 輕微 跑步 蘇智傑 最 快 9月 才 能 歸
stock,標的  2615 tw  暴戾 氣 我 來 終結 處置 出關 多
c_chat,早乙女 ベリー  深夜 歌 回
baseball,分享 今日  hunter  brown
baseball,新聞 羅傑斯 眼神 交鋒 後 說 了 什麼 蘇智傑 解密
c_chat,活俠 梅梅 禽 拆 包雷
baseball,新聞  中職 ／ 找來 6 教練 協助 挖 珍珠 台鋼 領隊
tech_job,新聞 每 件 侵權 專利 陪審團 判定 htc 需 支付 3
military,新聞 約旦 基地 遇襲 3 死 美 防空 系統 未 識別出
c_chat,閒聊 同時 玩 單機 手遊 人 真的 很少 嗎
tech_job,聘書  mtk  vs  ntk
hatepolitics,討論 北卡羅來納州 總統 選舉 地圖 人口 變形圖 19522016
c_chat,問題 名 偵探 柯南 劇場版 漫畫
boy-girl,討論 大家 相信 有 男生 是 女生 閨蜜 嗎
military,分享 經濟 學人 烏克蘭 如何 改造 民用 無人機
c_chat,蔚藍 晚禮服 黑子
baseball,分享 今日 juan  soto
c_chat,問題 日本 戰國 時代 傾 奇 者  vs 伊達 者
c_chat,母雞 其實 挺 好看 的 吧
baseball,例行賽 233 味全  vs  統一  台南
hatepolitics,轉錄  4xgay 民眾黨 主席 給 我 當 我 就 來 騎 這 80 公里
baseball, mlb 費城人 教士  rsuarez ｜dcease
lifeismoney,情報  hilife 萊爾富  18110 快 閃 搶購
baseball,討論  wbc 規則 下 先 攻 比較 好 欸
military,新聞 軍方 105 公厘 戰 砲 甲車 新型 砲管 可 減少 7
stock,閒聊  20201125 盤 後 閒聊
stock,情報 老 四川 2741 營收 704 yoy
lifeismoney,情報 好市多 曼秀 雷敦 強效 防 蚊 噴霧 2 大 597 元
baseball,炸裂  brandon  craw ford
c_chat,閒聊 小林愛香 忘記 自己 幾 歲 時候 就 上 wiki 查
c_chat,閒聊 全球 排名 再 上升 腦筋 急轉彎 2 攻破 14億
boy-girl,求助 這樣 算是 有 好感 嗎
lifeismoney,情報  蝦皮 小米 全 館 下單 滿 5000 返 送 5000 折價券
c_chat,討論 有 人 知道 神鵰 ed 歌名 blasa 是 什麼 意思 嗎
hatepolitics,討論  yahoo 奇摩 軍審 民調
stock,新聞  儒鴻 短單 報到 下 季 迎 春燕
military,新聞 天使輪 1300 個 貨櫃 落海 恰好 展示 了 一 場 封
stock,新聞 拜登 政府 墨灣 油礦 開採 租賃 聯邦 法院 駁
boy-girl,求助 對方 常 不 想 傷害 我 提出 分手 該 怎麼辦
stock,新聞 聯合國 迫切 需要 碳 捕集 利用 封存 技術
hatepolitics,討論 不要 再 傷害 柯文哲 了
baseball,分享 今日 高塩將樹 生涯 初 登板
military,情報 法國 跟進 軍援 烏克蘭 遠程 飛彈
baseball,討論 中職 左 投 左 打 什麼 時候 開始 突然 變多 的
boy-girl,求助 是 不 是 該 放生 男友
baseball,情報  liam  hendriks 球 留下 啊
hatepolitics,討論 笑死 鐘明軒 粉絲 增加  xddddddd
pc_shopping,請益  wd  6 tb  3990
boy-girl,討論 罩杯 真的 能 身高 嗎
tech_job,新聞 台積電 赴 美 投產 3 奈米 人才 成 關鍵 議題
baseball,新聞 黃保羅 暌違 近 8 個 月 再度 先發 江少慶 復原 情
hatepolitics,討論 馬斯克 為何 不 敢 嗆 習近平
stock,新聞 雙 11 再 創 紀錄 成交 金額 突破 百億 人民幣 只
baseball,情報  cpbl 明日 先發 投手
baseball,新聞 布里悍 大雨 暫停 仍 續 投 葉總 他 覺得
baseball,分享 今日 許峻暘
c_chat,閒聊  blacksoul 2  玩完 一半 角色 沒 看到
lifeismoney,情報 牠 catchplay 免費 看
c_chat,閒聊 三上真司 我 生平 第一 次 吃 山椒魚
tech_job,討論 拿到 紙本 offer 晃 點
c_chat,蔚藍 渚 大人 腳 腳
pc_shopping,情報 原價屋 3060  3060 ti 3070 便宜版 大補貨
c_chat,日常 小 動畫 星座
c_chat,閒聊 青豬 最終卷 目錄  hello  goodbye
c_chat,閒聊 很多 娃娃 公車 ☺
pc_shopping,開箱 安耐美 銅 刃 500 w 開箱 更換 自己 舊 power
c_chat,蔚藍 聖亞 今年 也 是 毫無 死角
c_chat,問題  26 分 神 作 治癒師 主角 那 根 是 雷
military,新聞 雷射 武器 上 艦 測試 　陸 神秘 隱形 護衛艦 再
stock,標的 美德 醫療  9103  恐慌 多
hatepolitics,討論 為什麼 不 看 裕隆 汽車 補助
stock,標的  2603 tw  長榮
baseball,分享 美國 藍色 粥
tech_job,討論 年齡 歧視 有 什麼 看法
pc_shopping,心得  g 633  rma   g533 使用 心得
boy-girl,討論 初吻 時候 想 什麼
boy-girl,討論 會 常常 想 一 個 人 過
pc_shopping,請益  10700f vs  3700x 哪 個 推
boy-girl,求助 網路 交友 見面
stock,情報  1513  中興電 7月 營收
lifeismoney,情報  line  points  13
baseball,討論 有 沒 有 人 要 龍貓 道歉 的
lifeismoney,情報 達美樂 週一 週三 外帶 小 披薩 129 元
baseball,分享  cpbl 戰績
lifeismoney,情報  seagate  4 tb  35 吋  sata3 3999
baseball,新聞  mlb 錯失 山本由伸 很 心痛 大都會 765億
pc_shopping,菜單  30 k  輕度 遊戲機
c_chat,蔚藍 發錢 我 愛 檔
baseball,新聞 選秀 陳飛霖 大 黑馬 飛毛腿 成 亮點
c_chat,閒聊  mr魂  gself 完全 背包 明天 開始 預購
baseball,新聞 兒子 曹祐齊 一 軍 初 登板 曹竣崵 帶 家人 南下 見
c_chat,妮姬 番外篇 為什麼 點 一下 就 不 見
stock,情報  2383  台 光電  1月 營收
baseball,分享 亞太 棒球場 主球場 設計圖
pc_shopping,請益 多 音源 共用 喇叭
baseball,新聞 喊話 林昱珉 別 學 王建民 賴清德 炎
stock,請益 開通 複委託 需要 再 開 海外 銀行 帳戶 嗎
stock,新聞 創 今年 來 新高 挖礦股 聯歡
c_chat,海希 鼓手 bass 手 舞台 上 做愛 也 不會 有 人 發現
stock,情報  6414 樺漢  7月 營收
c_chat,蔚藍 瑪莉 一 次 一百 元 喔
baseball,分享 小熊隊 新秀  matt  mervis 入選 以色列 wbc 名單
baseball,分享 村田修一 加入 橫濱 dena 教練團
pc_shopping,閒聊  b 550 超頻 效能 如何
c_chat,閒聊 藥師 少女 獨語 第２ 期 就 今天 就 今天
hatepolitics,討論 民進黨 議員 戒嚴 po文 是 混蛋 小編 自以為是
lifeismoney,情報  apple 官網 line 導購  6 無 上限
pc_shopping,菜單  20k 吃 雞 顯卡 已 有
stock,請益 為何 頭 要 這麼 鐵
tech_job,新聞  影 ／ 竹科 工程師 裸聊 女 網友 玩 鳥 畫面
pc_shopping,請益  2t ssd  裝 遊戲 便宜 導向 25 k 以內
lifeismoney,問題 舒潔 抽取 衛生紙 那邊 買 划算
c_chat,閒聊 一般來說 是 不 是 紅色 人氣 都 比較 高 啊
c_chat,閒聊 母雞卡 就 是 大型 會員制 餐廳
baseball,新聞  spcmlb 補強 內野 防線 紅襪 皇家 換來
baseball,分享 今日 大谷翔平
c_chat,情報 上 低音號 雜誌 封面
c_chat,亞璐 aru  璐音 派對 生日 合唱 歌 回 第一 場 神秘箱  nazobako
lifeismoney,電表
stock,請益 欸 這樣 還 要不要 抽 綠界 阿
stock,心得 永豐 美股 複委託 很 誇張 昨天 晚上 下單 卡死
stock,請益 盤整 後 噴出 怎麼 判斷 是 利多 假 突破
